GEOID,Submarket
49049002001,Provo
49011125502,Ogden
49011125503,Ogden
49043964402,Park City
49043964401,Park City
49043964305,Park City
49011125600,Ogden
49057210900,Ogden
49045130800,Tooele
49035110105,Park City
49011126105,Layton
49011126203,Layton
49011126304,North Salt Lake - Bountiful
49011126306,North Salt Lake - Bountiful
49011125501,Ogden
49011125801,Layton
49011125804,Layton
49049010118,Lehi
49049010125,Lehi
49049003404,Spanish Fork
49049001404,Provo
49049010225,Pleasant Grove
49049002213,Provo
49049010131,Lehi
49049000208,Pleasant Grove
49045131200,Tooele
49045130600,Tooele
49045130900,Tooele
49035101500,Salt Lake City - East Central
49035102000,Salt Lake City - East Central
49035112505,Midvale
49035111601,South Salt Lake
49035113540,West Jordan
49035114303,West Jordan
49035113109,South Jordan - Herriman
49035114602,South Jordan - Herriman
49035113312,West Valley City
49035113112,South Jordan - Herriman
49035112504,Midvale
49035112829,Draper
49035113113,South Jordan - Herriman
49035113023,South Jordan - Herriman
49035113114,South Jordan - Herriman
49035113111,South Jordan - Herriman
49035113110,South Jordan - Herriman
49035112828,Draper
49035111104,Murray
49035113314,West Valley City
49035113541,West Jordan
49035101600,Salt Lake City - East Central
49035101700,Salt Lake City - East Central
49035101800,Salt Lake City - East Central
49035101900,Salt Lake City - East Central
49035102300,Salt Lake City - West Central
49035102600,Salt Lake City - West
49035104700,Salt Lake City - Southeast
49049001701,Provo
49035111306,Sandy
49035102802,Salt Lake City - West
49035112604,Sandy
49049000711,Orem
49049001107,Orem
49049010217,Lehi
49049010220,Pleasant Grove
49049010303,Spanish Fork
49049010305,Spanish Fork
49029970101,Ogden
49029970102,Ogden
49057200500,Ogden
49057202000,Ogden
49057201100,Ogden
49049000703,Orem
49011125905,Layton
49011125906,Layton
49057210704,Ogden
49057210800,Ogden
49049000102,Lehi
49057211000,Ogden
49057211100,Ogden
49049010110,Lehi
49049010132,Lehi
49049000901,Orem
49049002500,Provo
49049003401,Spanish Fork
49049010210,Pleasant Grove
49049000505,Pleasant Grove
49049000507,Pleasant Grove
49049010209,Lehi
49049010211,Lehi
49049010409,Spanish Fork
49049010406,Spanish Fork
49049001501,Provo
49049001802,Provo
49057210204,Ogden
49057210303,Ogden
49057210304,Ogden
49035113521,Taylorsville
49005001001,Logan
49011126406,North Salt Lake - Bountiful
49011126405,North Salt Lake - Bountiful
49011127100,Layton
49011126001,Layton
49035111801,Millcreek
49035101101,Salt Lake City - East Central
49035111802,Millcreek
49043964101,Outlying Summit County
49043964308,Park City
49043964304,Park City
49043964306,Park City
49043964303,Park City
49043964307,Park City
49035113310,West Valley City
49035113537,West Valley City
49035112822,Sandy
49049010900,Spanish Fork
49049980100,Lehi
49049002702,Provo
49049003104,Spanish Fork
49049003105,Spanish Fork
49057210510,Ogden
49049010212,Lehi
49049010213,Pleasant Grove
49035104400,Salt Lake City - Southeast
49035110500,Millcreek
49049001108,Orem
49049002206,Provo
49049001401,Provo
49049001503,Provo
49045980000,Tooele
49045130701,Tooele
49045131001,Tooele
49035980000,Salt Lake City - West
49035113906,Magna
49035100308,Salt Lake City - West
49035111702,South Salt Lake
49003960601,Brigham City
49035112608,Sandy
49035113011,South Jordan - Herriman
49035113512,Taylorsville
49035113513,Taylorsville
49035113514,Taylorsville
49035113515,Taylorsville
49035112002,Murray
49035113013,South Jordan - Herriman
49035113520,West Valley City
49035112805,Draper
49035112804,Sandy
49035112610,Midvale
49005000502,Logan
49005000501,Logan
49035113522,Taylorsville
49035113523,Taylorsville
49035112612,Sandy
49035112613,Sandy
49035112615,Sandy
49057210511,Ogden
49057201302,Ogden
49057210404,Ogden
49035113017,South Jordan - Herriman
49011125908,Layton
49011125701,Ogden
49011125702,Ogden
49011126002,Layton
49011125807,Layton
49035112905,West Jordan
49035112904,West Jordan
49011125907,Layton
49035113108,West Jordan
49035114800,North Salt Lake - Bountiful
49035102702,Salt Lake City - West
49035101102,Salt Lake City - East Central
49035113526,West Valley City
49035113527,West Jordan
49035110402,Millcreek
49035111904,Millcreek
49035112404,Midvale
49043964203,Outlying Summit County
49043964201,Outlying Summit County
49043964202,Outlying Summit County
49035100307,Salt Lake City - West
49035112920,West Jordan
49035112823,Draper
49035102701,Salt Lake City - West
49035112921,West Jordan
49035113539,West Valley City
49035111701,South Salt Lake
49035111903,Millcreek
49035111905,Millcreek
49035113309,West Valley City
49049010600,Juab County
49049000400,Pleasant Grove
49049010410,Spanish Fork
49049010411,Spanish Fork
49049010503,Spanish Fork
49049010504,Spanish Fork
49035113536,West Valley City
49035113701,West Valley City
49035113538,West Valley City
49035110401,Millcreek
49035114000,Salt Lake City - West Central
49057200203,Ogden
49057200204,Ogden
49035114100,Salt Lake City - Southeast
49035112818,Draper
49057210203,Ogden
49057201301,Ogden
