GEOID,submarket
48029171903,Far West Side
48029131609,Northeast Side
48029191815,Far North Side
48029161504,Southside/Columbia Heights
48029171602,Lackland Terrace
48029171919,Far West Side
48029171601,Lackland Terrace
48029171922,Far West Side
48029141101,Southeast Side
48029131401,Southeast Bexar County
48029141102,Southeast Side
48029141404,East Side
48029151302,Terrell Wells
48029160902,Southside/Columbia Heights
48029121606,Northeast Side
48029161304,Southside/Columbia Heights
48029161901,Southwest Bexar County
48029160502,West Side
48029161802,Southwest Bexar County
48029131506,Southeast Bexar County
48029130401,East Side
48029121702,Universal City
48029131402,Southeast Bexar County
48029121810,Hollywood Park/Welmore
48029131612,Northeast Side
48187210506,Outlying Guadalupe County
48091310100,New Braunfels
48029121906,Far North Side
48091310901,Outlying Comal County
48091310903,Outlying Comal County
48091310603,Outlying Comal County
48029182105,Northwest Bexar County
48029182106,Northwest Bexar County
48029131615,Northeast Side
48029191702,Far North Central
48029121809,Hollywood Park/Welmore
48029121811,Hollywood Park/Welmore
48029121910,Far North Side
48029191809,Far North Side
48029131802,Southeast Bexar County
48029152201,Southeast Bexar County
48029162004,Southwest Bexar County
48029162003,Southwest Bexar County
48029171502,West Side
48029171301,Southwest Research Institute
48029180603,Balcones Heights
48029191807,Beckmann
48029182002,Helotes
48029181825,Northwest Side
48029182001,Helotes
48029181902,Beckmann
48029191811,Far North Side
48029121808,Hollywood Park/Welmore
48029121903,Far North Side
48029131801,Southeast Bexar County
48029141403,East Side
48029182003,Helotes
48029121909,Far North Side
48029151100,Southside/Columbia Heights
48029160100,West Side
48029160300,Southside/Columbia Heights
48029160400,Southside/Columbia Heights
48029160600,West Side
48029160701,West Side
48187210603,Outlying Guadalupe County
48187210902,Outlying Guadalupe County
48187210200,Seguin
48187210100,Seguin
48187210400,Seguin
48187210705,Schertz
48187210606,Outlying Guadalupe County
48187210300,Seguin
48187210706,Schertz
48091310401,New Braunfels
48091310200,New Braunfels
48029151200,Terrell Wells
48029151600,Terrell Wells
48029151700,Terrell Wells
48029191814,Far North Side
48029172006,Northwest Bexar County
48029181822,Northwest Side
48029181818,Northwest Side
48029181821,Northwest Side
48029181724,Helotes
48029181723,Leon Valley - west
48029181726,Helotes
48029181721,Northwest Side
48029181720,Northwest Side
48029181826,Northwest Side
48029181824,Northwest Side
48029181823,Northwest Side
48029181901,Beckmann
48029191202,Castle Hills
48029191410,Hill Country Village
48029191701,Far North Central
48029191201,Castle Hills
48029131100,East Side
48029191412,Far North Central
48029161303,Southside/Columbia Heights
48029160901,Southside/Columbia Heights
48091310608,Outlying Comal County
48029181403,USAA Area
48029121119,Hollywood Park/Welmore
48029121121,Hollywood Park/Welmore
48029160501,West Side
48029191005,West Alamo Heights
48029171915,Leon Valley - west
48029171921,Far West Side
48029171923,Leon Valley - west
48091310702,Outlying Comal County
48091310502,New Braunfels
48029161902,Southwest Bexar County
48091310404,New Braunfels
48091310503,New Braunfels
48091310604,Outlying Comal County
48091310501,New Braunfels
48029181725,Southwest Research Institute
48029161801,Southwest Bexar County
48029181722,Leon Valley - west
48029181730,Leon Valley - west
48029131507,Windcrest
48029131608,Northeast Side
48029121701,Universal City
48029121605,Northeast Side
48029131610,Northeast Side
48091310804,Outlying Comal County
48091310905,Outlying Comal County
48091310614,Outlying Comal County
48091310611,Outlying Comal County
48091310610,Outlying Comal County
48091310612,Outlying Comal County
48091310904,Outlying Comal County
48091310708,Outlying Comal County
48091310707,Outlying Comal County
48091310613,Outlying Comal County
48091310705,Outlying Comal County
48091310706,Outlying Comal County
48091310803,Outlying Comal County
48091310405,New Braunfels
48091310609,Outlying Comal County
48091310302,New Braunfels
48091310406,New Braunfels
48091310301,New Braunfels
48029131505,Windcrest
48029131614,Northeast Side
48029121904,Far North Side
48029191808,Far North Side
48029191810,Far North Side
48029191304,Alamo Heights - central
48029151301,Terrell Wells
48029192100,Southtown/King William
48029192300,Far North Central
48029191900,Southtown/King William
48029171920,Far West Side
48029171913,Far West Side
48029171916,Leon Valley - west
48029180101,Balcones Heights
48029171302,Southwest Research Institute
48029171501,West Side
48029192000,Terrell Hills
48029192200,Southeast Side
48029191506,Shavano Park
48029171914,Far West Side
48029171918,Leon Valley - west
48029181727,Southwest Research Institute
48029171924,Leon Valley - west
48029980005,Northwest Bexar County
48029191812,Far North Side
48029171402,Southwest Research Institute
48029171401,Southwest Research Institute
48029171917,Leon Valley - west
48029172005,Helotes
48029181731,Leon Valley - west
48029180102,Balcones Heights
48029180604,Balcones Heights
48029191006,West Alamo Heights
48029181404,USAA Area
48029191505,Shavano Park
48029172004,Northwest Bexar County
48029181815,Northwest Side
48029181813,Shavano Park
48029121905,Far North Side
48029172003,Northwest Bexar County
48029191503,Shavano Park
48029191504,Shavano Park
48029181820,University of Texas at San Ant
48029181814,Shavano Park
48029181816,Northwest Side
48029181819,University of Texas at San Ant
48187210804,Outlying Guadalupe County
48187210803,Outlying Guadalupe County
48187210505,Outlying Guadalupe County
48091310801,Outlying Comal County
48091310703,Outlying Comal County
48029141402,East Side
48029141600,Southeast Side
48029141700,Southeast Bexar County
48029150100,Southtown/King William
48029150300,Terrell Wells
48029150400,Southside/Columbia Heights
48029150501,Southside/Columbia Heights
48029150502,Southside/Columbia Heights
48029150600,Terrell Wells
48029150700,Terrell Wells
48029150800,Southeast Side
48029150900,Terrell Wells
48029151000,Terrell Wells
